,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5150,3709013,Huge 1.5BR Artist Home in Brownstone Brooklyn :),7420906,Alix,Brooklyn,Bedford-Stuyvesant,40.68473,-73.95697,Entire home/apt,99,3,10,2018-11-13,0.28,1,66
5156,3715638,Sunny Private Room at Central Park!,9784206,Saint,Manhattan,East Harlem,40.79508,-73.94895,Private room,72,1,204,2019-07-05,3.41,1,219
5159,3717689,CHARMING BROOKLYN LOFT WITH PATIO,18393872,Natalie,Brooklyn,Bedford-Stuyvesant,40.69141,-73.95886,Entire home/apt,85,7,2,2017-05-15,0.03,1,0
5160,3717749,Two Porches & Private Room,5573250,Jason,Brooklyn,Kensington,40.6413,-73.98233,Private room,70,1,2,2015-07-06,0.03,1,0
5165,3727816,Great place near Flushing Meadow,19044620,Claudiu,Queens,Forest Hills,40.73538,-73.85300000000001,Private room,80,1,2,2014-10-22,0.03,1,0
5169,3731209,"Quaint, Quiet 1BD",19067223,Mohini,Brooklyn,Williamsburg,40.71795,-73.95804,Private room,55,1,1,2015-06-17,0.02,1,0
5170,3731871,Sunny Bedroom in Bushwick Luxury Building,19072805,Carly,Brooklyn,Bushwick,40.69865,-73.92971999999999,Private room,68,5,12,2018-12-05,0.26,1,14
5172,3735483,Beautiful Room in Sunny Brooklyn Apartment,5064699,Juliana,Brooklyn,Bedford-Stuyvesant,40.68732,-73.94058000000001,Private room,55,2,41,2019-01-04,1.09,2,0
5178,3739126,Beautiful Private Bedroom in Soho,3586725,Sophie,Manhattan,Nolita,40.72339,-73.99476999999999,Private room,92,5,0,,,1,0
5181,3740402,NYC: an Upper-Eastside room of your own!,18836774,Jime,Manhattan,Upper East Side,40.77693,-73.95631999999999,Private room,82,3,56,2019-06-29,0.94,5,138
5183,3741530,Large Light-Filled Brownstone 1-BR,19131844,Gemma,Brooklyn,Bedford-Stuyvesant,40.68237,-73.94811,Entire home/apt,90,8,17,2019-03-12,0.42,1,0
5185,3741945,Have your NYC experience with us!,18836774,Jime,Manhattan,Upper East Side,40.77707,-73.95652,Private room,71,3,55,2019-06-01,1.03,5,156
5187,3743048,*WARM*Beautiful*Room*ST. GEORGE steps to ferry!,19143974,Meghan,Staten Island,St. George,40.644079999999995,-74.07834,Private room,58,3,93,2019-05-06,2.1,1,279
5191,3747567,Sunny Bedroom in El Barrio,522065,Liz And Melissa,Manhattan,East Harlem,40.79416,-73.93984,Private room,80,7,47,2019-05-23,0.8,2,121
5193,3750917,SPACIOUS LIVINGROOM IN BROOKLYN,19191737,Joshua,Brooklyn,Windsor Terrace,40.65084,-73.97334000000001,Private room,70,10,0,,,1,0
5194,3751048,GREAT ONE BED! ELEVATOR/LAUNDRY ,1475015,Mike,Manhattan,Upper East Side,40.77175,-73.95742,Entire home/apt,95,30,10,2018-11-10,0.22,52,336
5195,3751919,A Fantastic Master Bedroom Suite in a 3BD apt,15270760,Ed,Brooklyn,Bedford-Stuyvesant,40.694109999999995,-73.93987,Private room,85,2,1,2018-01-01,0.05,1,0
5199,3757461,"Manhattan Sun Drenched 
Near Gramercy",17465563,Lola,Manhattan,Gramercy,40.73601,-73.98205,Private room,69,2,177,2019-06-22,2.98,1,285
5200,3758296,Central Park West & Columbia U: Comfy Private Room,19240279,Ms. Yvonne,Manhattan,Morningside Heights,40.80645,-73.95804,Private room,85,5,25,2019-01-02,0.44,1,198
5205,3760592,Large Room in Penthouse Apartment,9864136,Anthony,Manhattan,Kips Bay,40.742129999999996,-73.9801,Private room,95,30,54,2018-12-16,0.91,26,335
5214,3767267,Lovely private room in Manhattan,3231109,Trish,Manhattan,Morningside Heights,40.81065,-73.96311999999999,Private room,85,2,52,2019-06-05,0.91,2,329
5218,3769257,Spacious Stylish Sunny Retreat,19315796,Andrew,Manhattan,Midtown,40.75911,-73.96299,Private room,70,1,0,,,1,0
5219,3771656,Amazing Upper East Side Location,19331457,Yevgeny,Manhattan,Upper East Side,40.77632,-73.95458,Private room,95,1,389,2019-07-01,6.51,2,254
5220,3771845,Private Room in Great NYC Nbrhood,7665324,Edward,Manhattan,Lower East Side,40.72144,-73.99356,Private room,95,1,64,2019-06-23,1.12,2,266
5228,3780206,Perfect Brooklyn Studio Apartment,6739436,Madeline,Brooklyn,Bushwick,40.707159999999995,-73.92171,Entire home/apt,90,1,40,2016-01-16,0.68,1,0
5235,3783021,Entire Luxury Newly Renovated Studio,3716641,Ofer,Manhattan,Upper West Side,40.79203,-73.97299,Entire home/apt,99,30,14,2019-06-19,0.24,8,135
5236,3783639,Quiet private room in luxury bldg facing park,10193030,Kaori,Manhattan,Harlem,40.82217,-73.94149,Private room,85,3,0,,,2,88
5241,3790118,Metro-luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.8105,-73.92506999999999,Private room,55,1,276,2019-06-17,4.63,2,19
5242,3790746,Tidy Sweet Room in Sugar Hill/Hamilton Heights,1317384,Tamara,Manhattan,Harlem,40.826209999999996,-73.94596,Private room,72,3,154,2019-06-22,2.72,2,153
5256,3800547,PrivatePeaceful Pad near JFKairport,7453027,Marie Yves,Brooklyn,Canarsie,40.64287,-73.90228,Entire home/apt,90,3,96,2019-06-24,1.66,1,295
5260,3802218,Cozy Private Bedroom,19533769,Chandra,Bronx,Mott Haven,40.80772,-73.91790999999999,Private room,53,1,321,2019-06-12,5.46,1,44
5261,3802538,Best location in NYC,16677444,Jeevan,Manhattan,Hell's Kitchen,40.75882,-73.99168,Private room,99,1,147,2019-05-19,2.84,1,4
5262,3802966,One bedroom in Inwood Apartment,19539944,Jen,Manhattan,Inwood,40.86711,-73.92742,Private room,52,7,0,,,1,0
5266,3808230,Big Beautiful Bedroom w/Private Bathroom,7848968,Morgan,Brooklyn,Prospect Heights,40.67548,-73.96802,Private room,85,2,206,2019-06-18,3.5,2,3
5267,3808323,Large Private Rm in Historic Central Harlem Home,265278,Atlantis & Carmen,Manhattan,Harlem,40.80384,-73.94691999999999,Private room,68,3,164,2019-06-21,2.85,1,87
5269,3808620,Great Renovations. Columbus Circle,1475015,Mike,Manhattan,Hell's Kitchen,40.76867,-73.98541,Entire home/apt,87,30,6,2019-04-21,0.11,52,365
5270,3811186,Chandelier Room on Historic Brooklyn Block,19524858,Isa,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.95419,Private room,89,1,52,2018-09-23,1.44,1,188
5276,3816424,3,23633,Eugene,Brooklyn,Bushwick,40.70248,-73.93225,Private room,75,1,0,,,2,0
5277,3816499,2,23633,Eugene,Brooklyn,Bushwick,40.70315,-73.93124,Private room,75,2,2,2015-11-01,0.04,2,0
5278,3817216,Doorman nice 1bd/ United Nations!!,1475015,Mike,Manhattan,Murray Hill,40.74915,-73.97196,Entire home/apt,87,30,7,2019-05-31,0.12,52,340
5281,3818187,Sunny Room in Shared Apartment,19633755,Corey,Manhattan,Upper West Side,40.79744,-73.97098000000001,Private room,95,30,2,2016-05-27,0.04,1,365
5289,3822172,Colorful 2 Bedroom in Brooklyn,19663195,Alison,Brooklyn,Williamsburg,40.71863,-73.94416,Entire home/apt,75,24,0,,,1,27
5293,3826908,"Home, Sweet Home!",19691070,Haim,Queens,Long Island City,40.74622,-73.94277,Private room,79,1,39,2019-07-06,0.83,1,297
5298,3829609,Brooklyn's finest. Renovated apt!,4928083,Fernando,Brooklyn,Crown Heights,40.67767,-73.95161999999999,Entire home/apt,76,5,14,2019-04-11,0.28,1,0
5301,3832774,"Sunny, charming 1 bedroom apartment",18982191,Todd,Brooklyn,Bedford-Stuyvesant,40.68655,-73.93796999999999,Entire home/apt,80,3,2,2016-08-15,0.06,1,0
5303,3832932,Beautiful Sunset Park,15192022,Kaykay,Brooklyn,Sunset Park,40.64752,-74.0059,Shared room,65,2,7,2017-05-13,0.12,1,0
5304,3833538,Classic Brownstone 1 Bed. Apt.,2141246,Polly,Brooklyn,Bedford-Stuyvesant,40.68127,-73.94865,Entire home/apt,90,3,2,2016-09-11,0.05,1,0
5309,3835740,Cozy & Comfy in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.68769,-73.93074,Private room,72,2,36,2019-06-29,0.61,7,71
5311,3835766,Oasis in a Brownstone,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.68565,-73.93249,Private room,57,2,43,2019-05-26,0.72,7,58
5313,3836189,"Amazing, Spacious Bedroom in BK",9314076,Naeem,Brooklyn,Bedford-Stuyvesant,40.69291,-73.95142,Private room,80,1,0,,,1,0
5319,3839364,"Fabulous Large 1 Bed in Riverdale, Bronx NYC",9332835,Karen,Bronx,Fieldston,40.89022,-73.9039,Entire home/apt,95,14,3,2019-07-05,0.13,1,0
5320,3840000,4 ROOM RAILROAD - WILLIAMSBURG,19783353,Ryan,Brooklyn,Williamsburg,40.70955,-73.95085,Entire home/apt,90,4,17,2019-01-24,0.29,1,4
5327,3841113,Cozy private room in UES,2222500,Valerie,Manhattan,Upper East Side,40.77993,-73.94939000000001,Private room,80,5,18,2017-11-18,0.3,2,118
5329,3847733,"Sunny Apt in Bed Stuy, A/C/E Trains",12971995,Kate,Brooklyn,Bedford-Stuyvesant,40.680820000000004,-73.93599,Private room,90,3,39,2015-05-23,0.67,1,0
5337,3851498,L,19860559,Nancy,Manhattan,Upper West Side,40.78802,-73.97509000000001,Private room,65,30,12,2017-09-30,0.21,1,336
5339,3851719,Amazing 1brm in the Best Location,4940167,Theodora,Manhattan,Gramercy,40.73608,-73.9857,Entire home/apt,99,4,26,2017-04-27,0.49,1,0
5345,3858105,Light and Airy top floor apartment ,5174082,Rebecca,Brooklyn,Columbia St,40.68404,-74.00399999999999,Entire home/apt,75,8,1,2014-08-25,0.02,1,0
5348,3860762,Amazing Big Sunny Room with Porch,1908606,Suleman,Brooklyn,Bedford-Stuyvesant,40.689890000000005,-73.95428000000001,Private room,72,5,0,,,1,88
5349,3860899,Huge room in East Williamsburg,12749383,Joseph,Brooklyn,Williamsburg,40.70684,-73.94227,Private room,60,1,0,,,1,0
5350,3861713,2 BRs with private entrance/kid-fr,13644183,Maria And Mariano,Brooklyn,Greenpoint,40.722409999999996,-73.94179,Private room,97,5,3,2015-09-16,0.06,1,0
5353,3866538,Home Away from Home,19961114,Chris,Manhattan,Upper West Side,40.787890000000004,-73.97426999999999,Entire home/apt,98,3,233,2019-06-26,3.97,1,33
5354,3866843,"Renovated, Nice 1BD Central Park",1475015,Mike,Manhattan,Upper West Side,40.769079999999995,-73.98483,Entire home/apt,87,30,5,2019-03-16,0.1,52,365
5360,3869398,private Greenpoint apt,2718526,Kory,Brooklyn,Greenpoint,40.73385,-73.95418000000001,Entire home/apt,75,1,42,2019-06-18,0.72,1,10
5374,3882682,Private sunny room in Harlem house w/garden,194994,Nora,Manhattan,Harlem,40.81419,-73.94717,Private room,80,4,27,2018-10-29,0.46,1,196
5377,3884893,Convenient Lovely Manhattan Private Bathroom,16715941,Ian,Manhattan,East Harlem,40.79887,-73.94178000000001,Private room,95,1,297,2019-07-03,5.03,2,127
5378,3885177,"Clean/nice Suite 5m T LIRR,B,Q65,13",4680747,Del,Queens,Flushing,40.756640000000004,-73.79975,Private room,95,2,2,2019-05-19,0.06,1,267
5387,3892700,Cozy 1BR-Country living in NYC!,46969,Aurelie,Staten Island,Clifton,40.6205,-74.07451,Entire home/apt,70,2,242,2019-06-30,4.09,1,256
5394,3897601,In the heart of Park Slope,18572906,Eylem,Brooklyn,Park Slope,40.67053,-73.98558,Private room,55,3,4,2016-09-19,0.07,1,0
5399,3903284,Most amazing spot in Williamsburg,9990930,Alexander,Brooklyn,Williamsburg,40.71751,-73.95895,Private room,95,1,0,,,1,0
5400,3904135,Authentic Williamsburg Appartment,2316267,Nicole,Brooklyn,Williamsburg,40.7083,-73.94846,Private room,90,1,10,2019-01-03,0.17,1,365
5403,3907603,Nyc! Cozy room in Williamsburg,14890430,Evy,Brooklyn,Williamsburg,40.71223,-73.94169000000001,Private room,75,3,174,2019-07-01,2.96,1,311
5404,3908094,Spacious Comfy Bedroom in Bushwick,5879951,Marine,Brooklyn,Williamsburg,40.70617,-73.93674,Private room,68,5,5,2017-09-20,0.11,1,0
5405,3908257,Big Room by Metro/Subway-15mns to Manhattan,20243795,Tony,Brooklyn,Bedford-Stuyvesant,40.68137,-73.9565,Private room,75,2,99,2019-06-11,1.67,3,365
5408,3911632,Cozy rooms with private bath,12348871,Hetty,Brooklyn,Kensington,40.644870000000004,-73.97895,Private room,65,1,74,2019-07-02,1.26,2,21
5409,3912794,"Park Slope 1 Bedroom, 1.5 Bath",102525,David,Brooklyn,South Slope,40.66714,-73.98401,Private room,75,3,14,2019-05-19,0.24,2,347
5410,3913541,Lovely Private Rm in the heart of NYC! Hells Ktchn,4934489,Jessica,Manhattan,Hell's Kitchen,40.76008,-73.992,Private room,84,2,5,2018-12-23,0.09,3,0
5414,3914962,Beautiful Prvt Rm  w. NEW 1/2 Bth,20278196,Stephanie,Brooklyn,East Flatbush,40.66165,-73.92536,Private room,95,2,7,2018-10-13,0.13,3,365
5419,3920562,Large & Beautiful Manhattan NYC,16715941,Ian,Manhattan,East Harlem,40.79882,-73.94266,Private room,90,1,295,2019-06-27,4.99,2,155
5420,3922417,"Safe, Quiet and Bright near Subways has 2 beds",7245581,Michael,Manhattan,Chelsea,40.75076,-73.99588,Entire home/apt,95,30,15,2019-01-15,0.27,19,204
5422,3923538,Large Retro Style Pre-War Studio,20324827,Catherine,Brooklyn,Flatbush,40.64117,-73.96167,Entire home/apt,75,5,2,2015-09-23,0.03,1,0
5424,3924325,"Beautiful, Mdrn, Nwly Renovated Rm",20278196,Stephanie,Brooklyn,East Flatbush,40.66336,-73.92656,Private room,81,2,4,2016-10-31,0.08,3,364
5426,3924506,Room in sunny & plant filled apt!,452781,Lian,Brooklyn,Crown Heights,40.67297,-73.95489,Private room,75,1,3,2015-10-11,0.05,1,0
5427,3924619,Gorgeous Room Near Prospect Park,1216362,Camila,Brooklyn,Flatbush,40.65271,-73.96074,Private room,59,2,12,2017-02-10,0.2,4,189
5428,3924820,Manhattan - Next to Subway!,1632428,Matias & Marlana,Manhattan,Harlem,40.82035,-73.95529,Private room,99,1,75,2018-06-27,1.31,2,361
5435,3930842,1BR+BA IN LXRY CONDO W POOL+PARKING,1568383,Joshua,Brooklyn,Williamsburg,40.714940000000006,-73.93906,Private room,75,30,1,2019-04-28,0.42,1,271
5437,3933059,Where Love and Happiness Live,20377328,MaryEllen,Manhattan,Washington Heights,40.857490000000006,-73.93258,Entire home/apt,80,1,4,2015-12-07,0.07,1,0
5438,3933382,Private room 5 min from manhattan!,20379079,Zack,Queens,Long Island City,40.7512,-73.94019,Private room,60,6,3,2016-07-26,0.08,1,0
5440,3939041,Private cozy studio apartment,284199,Avijit,Queens,Jackson Heights,40.74946,-73.89505,Entire home/apt,65,1,1,2018-02-12,0.06,2,0
5442,3939535,JFK/LGA Queens Modern Apt.,20411855,Chuck,Queens,Briarwood,40.71009,-73.8196,Private room,70,3,64,2018-09-26,1.16,1,282
5443,3940301,1 bdrm in Washington Hgts-Park side,7837510,Anna,Manhattan,Washington Heights,40.85722,-73.93354000000001,Entire home/apt,90,7,1,2014-10-17,0.02,1,124
5449,3944499,Cozy Bedroom in Crown Heights Brooklyn,6771709,Lauren,Brooklyn,Crown Heights,40.670809999999996,-73.95761,Private room,96,3,1,2014-09-18,0.02,1,0
5452,3945796,Grand Central/UN/Langone. Lrg Rm Vu's. Own1/2 Bath,20447869,Burton,Manhattan,Kips Bay,40.745329999999996,-73.97955999999999,Private room,95,4,11,2019-01-02,0.19,2,0
5459,3946471,Bedford Avenue,7739416,Ade,Brooklyn,Flatbush,40.65101,-73.95517,Private room,95,3,0,,,1,365
5461,3950114,"Warm, Spacious, Convenient and Cozy",10528897,Erika,Queens,Astoria,40.76957,-73.91502,Private room,65,2,16,2019-07-01,0.27,1,302
5462,3951363,Historical Cozy Home in Bushwick,9769764,Skyler,Brooklyn,Bushwick,40.688190000000006,-73.91594,Private room,70,30,0,,,1,0
5467,3953415,LL2,295128,Carol Gloria,Bronx,Clason Point,40.81225,-73.85349000000001,Private room,75,2,0,,,7,349
5480,3967945,Great Apt steps from Central Park,18481481,Jeff And Jessica,Manhattan,East Harlem,40.79347,-73.95029,Private room,90,1,265,2019-01-06,4.5,1,36
5486,3970701,Beautiful Private Room in Newly Renovated Apt,20278196,Stephanie,Brooklyn,East Flatbush,40.66303,-73.92526,Private room,60,2,6,2019-02-03,0.26,3,326
5491,3971526,"Sunny, Spacious Room in Brooklyn!",1840581,Angelica,Brooklyn,Flatbush,40.63762,-73.96155,Private room,65,1,0,,,1,0
5492,3971534,SpaciousBedroom in Brownstone Bklyn,14741088,Victoria,Brooklyn,Carroll Gardens,40.67845,-73.99983,Private room,60,3,3,2017-12-01,0.07,1,0
5495,3973944,Ground & Rejuvenate PR Williamsburg,1401835,Danielle,Brooklyn,Williamsburg,40.709740000000004,-73.95612,Private room,89,2,30,2019-05-26,0.52,3,219
5501,3979628,BR/Private Bath 10Mins to TIME SQ,2766755,Mara,Manhattan,Harlem,40.8095,-73.95395,Private room,88,2,171,2019-06-16,2.93,2,234
5502,3979714,Central Park North 1BD,557329,James,Manhattan,Harlem,40.8012,-73.95424,Shared room,75,1,6,2019-06-13,0.1,1,315
5505,3983469,Private room near Columbia University,8734291,Mike,Manhattan,Upper West Side,40.80311,-73.96648,Private room,75,1,65,2019-07-05,1.12,1,301
5510,3987599,"Great 3 Bdrm- Internships, Students",20670246,Jaxon,Brooklyn,Bushwick,40.6876,-73.9167,Entire home/apt,93,30,23,2018-06-24,0.4,1,226
5521,4003515,Charming New York town house,2787824,Martyn,Queens,Glendale,40.705909999999996,-73.89264,Private room,95,2,46,2017-06-23,1.15,1,0
5523,4007277,Convenient and Affordable in the Heart of Astoria,3120671,Benham,Queens,Astoria,40.76294,-73.91545,Private room,65,2,5,2019-07-07,5.0,1,2
5526,4013339,Amazing Private Room in the Heart of Manhattan,2090439,Matt,Manhattan,Little Italy,40.72023,-73.99693,Private room,95,3,135,2019-06-16,2.31,1,9
5528,4016069,1C.  Private  Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.807320000000004,-73.93775,Private room,55,1,163,2019-05-14,2.76,10,359
5533,4017226,Comfortable room in Brooklyn,20830484,Lorcán,Brooklyn,Gowanus,40.68163,-73.98088,Private room,60,1,1,2014-09-21,0.02,1,0
5536,4025313,One Bed Studio at Wall Street,17249397,Sushant,Manhattan,Financial District,40.704570000000004,-74.00733000000001,Shared room,90,1,8,2015-05-21,0.14,2,0
5538,4026150,"Personal, Private and Pretty NYC Apartment",16514175,Karen,Queens,Elmhurst,40.74561,-73.88514,Entire home/apt,78,2,133,2019-06-23,2.26,5,107
5540,4031297,Clean Bedroom in Greenwich Village,4163733,Mike,Manhattan,Greenwich Village,40.729240000000004,-74.00148,Private room,99,2,21,2017-11-02,0.36,1,268
5547,4033521,Brooklyn 1 BR Near Subway,1369577,Thomas & Gaby,Brooklyn,Crown Heights,40.674409999999995,-73.92371,Entire home/apt,60,6,144,2019-06-18,2.5,2,59
5550,4037522,"Cozy, Safe & Clean room in Astoria",608396,Kiara,Queens,Astoria,40.76269,-73.90816,Private room,99,1,15,2019-02-16,0.26,1,322
5551,4038794,Bright room with private bathroom,19638238,Elke,Manhattan,Washington Heights,40.83428,-73.94738000000001,Private room,75,2,25,2019-05-30,0.53,1,198
5553,4039789,Harmonious Sanctuary near Yankee Stadium.,20945243,Michael,Bronx,Concourse Village,40.83331,-73.91741999999999,Entire home/apt,90,30,1,2017-05-12,0.04,1,358
5554,4040900,Couch in times square,3789165,Lisa,Manhattan,Theater District,40.75974,-73.9866,Shared room,59,2,58,2019-06-01,0.99,1,345
5556,4041189,"Cozy 1 bedroom + air mattress, 2 cats, sleeps 3",19755511,Agnieszka,Manhattan,Washington Heights,40.83469,-73.93961,Entire home/apt,80,4,3,2018-12-06,0.05,1,0
5557,4041351,Private Room In A Comfy 3BR Apt,2034343,David,Brooklyn,Crown Heights,40.67152,-73.92687,Private room,80,1,0,,,1,0
5560,4044906,Ft Greene / Garden / Sauna,15582617,Andrew,Brooklyn,Fort Greene,40.6878,-73.97166999999999,Entire home/apt,90,4,3,2017-07-30,0.12,1,0
5562,4047638,NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432,Valeria,Queens,Astoria,40.7653,-73.92661,Private room,69,4,22,2019-06-04,0.38,1,311
5566,4047932,Central Park Housing,20989479,Arnab,Manhattan,Upper West Side,40.772220000000004,-73.98923,Shared room,85,1,33,2015-12-28,0.56,1,0
5570,4050795,Cozy Contempo Rustic Chic (stay w/a local artist!),21004091,Tony,Brooklyn,Bushwick,40.70102,-73.92864,Private room,90,2,52,2019-05-22,2.21,1,288
5575,4053471,Apartment in Heart of Greenpoint,3967335,Molly,Brooklyn,Greenpoint,40.72607,-73.95103,Private room,65,2,26,2019-06-20,0.45,2,6
5577,4053564,Beautiful room with bathroom,21020951,Claudina,Brooklyn,Bedford-Stuyvesant,40.69361,-73.93848,Private room,89,2,24,2019-05-31,0.41,5,339
5579,4053912,"Lots of space, great location",21017521,Isis,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.95915,Private room,75,18,0,,,1,0
5580,4053987,Small Private Room for 1 person,1960128,Luana,Queens,Ozone Park,40.6844,-73.8472,Private room,58,1,2,2015-08-16,0.04,2,364
5584,4057361,"Large, Bright, Studio-Style Bedroom",2075509,Melissa,Queens,Long Island City,40.75977,-73.92904,Private room,76,1,14,2019-04-11,0.41,1,225
5589,4060446,Modern spacious flat in Manhattan,21060554,Rob,Manhattan,Inwood,40.87279,-73.91991,Entire home/apt,99,5,61,2019-04-21,1.06,1,1
5591,4060993,Spacious apt. 15 min to Manhattan,21064077,Dan,Queens,Ridgewood,40.70046,-73.90692,Entire home/apt,60,21,5,2017-10-31,0.1,1,0
5594,4067861,Newly Renovated BR in Heart of BK!,21096602,Khadija,Brooklyn,East Flatbush,40.64434,-73.94830999999999,Private room,65,1,0,,,1,0
5598,4069681,"""DECO CASA""  2 Bedroom Greenpoint Brooklyn",20741012,Devin,Brooklyn,Greenpoint,40.73357,-73.95439,Entire home/apt,75,2,102,2019-06-30,4.27,1,30
5600,4070027,Room at East 110th St Upper East/E. Harlem,5558013,Suzanne,Manhattan,East Harlem,40.7941,-73.94045,Private room,80,2,2,2016-08-26,0.06,1,0
5612,4082062,Unique room w/2 Twin beds..wifi*metro* quiet*safe,310670,Vie,Bronx,Eastchester,40.8806,-73.83433000000001,Private room,75,2,37,2019-06-16,0.73,13,364
5621,4089915,"PRIVATE, Airy, 1 Bedroom Apt in Central Bushwick",2917387,Emily,Brooklyn,Bushwick,40.7041,-73.92475999999999,Entire home/apt,84,3,120,2019-06-19,2.29,1,224
5625,4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,40.88009,-73.83442,Private room,68,2,41,2019-01-01,0.74,13,365
5630,4097284,"Bklyn, private Three Bedroom.",11948817,Leslie,Brooklyn,Canarsie,40.630559999999996,-73.89043000000001,Entire home/apt,75,2,91,2019-06-09,1.56,2,289
